,polarity,tweet,nltk_texts,predicted
4163,neutral,authorization force end next annual general meeting repeal authorization acquire share give general meeting hold april,<Text: The authorisation is in force until the end...>,neut
4164,neutral,authorization force period month resolution general meeting,<Text: The authorization is in force for a period...>,neg
4165,neutral,business gross write premium our net combine ratio staff total office up germany benelux,<Text: The business had gross written premiums of EUR152...>,neg
4166,neutral,chilled meat product category lead meat fish poultry market finland accounting share,<Text: The chilled meat products category led the meat...>,neg
4167,neutral,company split two part come month assent own operate production supply enemy own operating grid,<Text: The company can be split into two parts...>,neut
4168,neutral,company continuous need allow nickel ferrycome molybdenum manganese production say talvivaara,<Text: The company has a continuous need for alloys...>,neut
4169,neutral,company reportedly search replacement co allpetya kallasvuo,<Text: The company is reportedly searching for a replacement...>,neg
4170,negative,company plan close two three line plant job threat,<Text: The company plans to close two of the...>,neut
4171,neutral,contract also include cut do wagon part ruukki s steel service centre seinajoki rather southwestern finland deliver or wedding assembly,<Text: The contract also includes cutting and edging wagon...>,neg
4172,neutral,cosmetic collection include eye shadow face powder lip glos lascar accessory,"<Text: The cosmetics collection includes an eye shadow ,...>",pos
4173,neutral,e smartphone available be per hand across india nikita india vicepresident managing director shivakumar tell reporter,<Text: The E7 smartphone will be available for Rs35...>,neut
4174,neutral,employeremployee talk concern people whole staff finland,"<Text: The employer-employee talks concerned about 500 people ,...>",neut
4175,neutral,exercise originate finland early s training method crosscountry sky,<Text: The exercise originated in Finland in the early...>,neut
4176,neutral,first phase logistic complex envisagez completion sq logistic premise warehouse building november,<Text: The first phase of the logistics complex envisages...>,neut
4177,neutral,gross area eight house m,<Text: The gross area of eight houses will be...>,neg
4178,neutral,gross area nova project sq sq ft,<Text: The gross area of the Innova 2 project...>,neg
4179,neutral,incident happen avenue road,<Text: The incident happened at 2:30 p.m. on Avenue...>,neut
4180,neutral,interim report first quarter publish may,<Text: The interim report for the first quarter is...>,neg
4181,negative,large restructure plan italy negotiation job cut initiate today company note,"<Text: The largest restructuring is planned for Italy ,...>",neut
4182,neutral,layout talk first announce august,<Text: The layoff talks were first announced in August...>,neg
4183,neutral,machine cease production end february,<Text: The machines will cease production by the end...>,neut
4184,negative,measure result weak demand shipbuilding industry,<Text: The measures result from weak demand in the...>,neg
4185,neutral,mill s raw material need increase m wood,<Text: The mill 's raw material need will increase...>,neut
4186,neutral,negotiation concern personnel concord corporation singular of whole finland sweden company say,<Text: The negotiations concern personnel of Cencorp Corporation and...>,neg
4187,neutral,negotiation concern plant s department produce minded moving employ people,<Text: The negotiations will concern the plant 's department...>,neg
4188,neutral,new apartment block go close city center explain chairman board it white print sank,<Text: The new apartment block is going up very...>,neut
4189,neutral,plant fire combination spruce bark whip log residue kill seat,<Text: The plant will be fired with a combination...>,neut
4190,negative,production liquidate june employee loose job,<Text: The production is to be liquidated before June...>,neg
4191,neutral,project x my coalfired power plant locate km south hand company say,<Text: The project will be a 2 x 600...>,pos
4192,negative,prosecution also demand outokumpu pay fine our,<Text: The prosecutor is also demanding Outokumpu pay a...>,neg
4193,negative,pulp production finnish semivi also liquidate employee loose job,<Text: The pulp production in Finnish Kemij+Ærvi will also...>,neut
4194,neutral,design crush circuit operation since start september overall production rate weekly basis excess average tone day,<Text: The redesigned crushing circuit has been in operation...>,neut
4195,neutral,resignation effect immediately,<Text: The resignation will be in effect immediately ....>,neg
4196,neutral,scheme teliasonera alamo practically identical except involve merger stake vimpelcom kyivstar,<Text: The scheme for TeliaSonera and Altimo is practically...>,neut
4197,neutral,share subscription period c option commence september expire march,<Text: The share subscription period for C options will...>,neg
4198,neutral,share subscription period expire september,<Text: The share subscription period will expire on 30...>,neg
4199,neutral,subscription period ame sport warrant scheme end december,<Text: The subscription period of Amer Sports ' 2002...>,neg
4200,neutral,term condition stock option scheme available group s webster,<Text: The terms and conditions of Stock Option Scheme...>,neut
4201,neutral,transaction include also transfer lease agreement concern manufacturing premise employment agreement relate operation,<Text: The transaction included also the transfer of the...>,neut
4202,neutral,utility also provide service relate electricity management healing trade risk management reporting,<Text: The utility will also provide services related to...>,neut
4203,negative,also upset machinery work take poland,<Text: They are also upset that some of the...>,neg
4204,negative,cover forest industry s unit employee finland concern temporary permanent layoff,<Text: They will cover all Forest Industry 's units...>,neut
4205,negative,bad news barque season,<Text: This is bad news for the barbeque season...>,neut
4206,neutral,due postponement decisionmake project negotiation phase early estimation,<Text: This is due to the postponement of the...>,neut
4207,negative,tear work employ scope fixedperiod parttime temporary layoff apriloctober period,"<Text: Tornio Works employs 2,300 of whom more than...>",neut
4208,neutral,adjust present situation cut capacity cost without however jeopardise asia strategy long term,<Text: We are adjusting to the present situation by...>,neut
4209,neutral,bruise rev fall less engine output require,"<Text: When cruising , the revs fall as less...>",neg
4210,negative,web user click link contain mail find bonus site imitate bank retrieve personal banking datum,<Text: When the web user clicks on the link...>,neut
4211,negative,like line cancel service,<Text: Viking Line has canceled some services ....>,neg
4212,neutral,bavelloni s longstanding md dine bavelloni retired end,"<Text: Z. Bavelloni 's long-standing MD , Dino Bavelloni...>",neut
4213,neutral,m try deal slavery different perspective balance story say dream formerly writer detroit free press detroit news,<Text: `` I 'm trying to deal with slavery...>,neut
4214,positive,nest oil respond challenge pose european union s target biofuel account traffic fuel usage e develop next technology produce diese fuel renewables federation say,<Text: `` Neste Oil has responded to the challenge...>,neut
4215,neutral,soon collision start,"<Text: `` Soon after , the collisions started ....>",neg
4216,neutral,big challenge make piece look raw happen say,<Text: `` The biggest challenge was to make the...>,neut
4217,neutral,rest week s taking jimmy dim live cancel back foot,<Text: `` The rest of this week 's tapings...>,neg
4218,negative,s issue thief steal building site say mr smith,<Text: `` There 's the issue of thieves stealing...>,neg
4219,neutral,license agreement nikita part expire april,<Text: `` We have a license agreement with Nokia...>,neg
4220,negative,november finnish office furniture maker martial of he mark say today make redundant three people nine lay permanently company s office staff factory worker,<Text: 30 November 2009 - Finnish office furniture maker...>,neut
4221,neutral,january finnish medium company alma medium corporation he and say today online recruitment service monster of partner local newspaper publisher some lehtiyhtyma list job advertisement,<Text: 4 January 2011 - Finnish media company Alma...>,neg
4222,neutral,agreement expire early month,<Text: A 2001 agreement expired earlier this month ....>,neg
4223,neutral,month ago tea vice chairman philip frost marathon venture capital fund take mary sell protalix share,"<Text: A few months ago , Teva vice chairman...>",neg
4224,negative,chuck smith laid may housing consultant job wife cut spend half family six rely wife s income alone,<Text: After Chuck Smith was laid off on May...>,neut
4225,neutral,split company would series shares series k share,"<Text: After the split , the company would have...>",neut
4226,neutral,transaction herttaassa s hold alma medium fall flagging limit,"<Text: After the transaction , Herttaassa 's holding in...>",neut
4227,neutral,ogden reportedly she will million,<Text: And Ogden reportedly will shell out $ 4.2...>,neg
4228,neutral,eastern time block contract change hand bid price,"<Text: At 3:37 p.m. Eastern time , a block...>",neg
4229,negative,bear oak lidskoe give brewery base ground region report decrease output million decanter januarymarch representative administration company tell,"<Text: Belarus OAO Lidskoe Pivo brewery , based in...>",neg
4230,neutral,boomeranger boat of specialised boat building design manufacture cell customise rigid inflammable boat rib primarily baltic sea market,<Text: Boomeranger Boats Oy specialises in boat building and...>,neg
4231,neutral,cramp s manager army laasanen say hire equipment machinery lithuania differ baltic country lithuania still many public structure road bridge airport shop build,<Text: Cramo 's manager Jarmo Laasanen said hiring of...>,neg
4232,neutral,currently quarterly apply surcharge differ significantly actual market price,<Text: Currently the quarterly applied surcharges differ significantly from...>,neut
4233,neutral,filmiteollisuus fine ab transfer talent of form subsidiary,<Text: Filmiteollisuus Fine Ab will be transferred to Talentum...>,neut
4234,neutral,finnish bank alandsbanken say monday buy swedish operation iceland s troubled kaupthe bank million honor million cash,<Text: Finnish bank Alandsbanken said Monday it will buy...>,neg
4235,neutral,forum also block stake northwestern the,<Text: Fortum also has a blocking stake in Northwestern...>,neut
4236,neutral,find however driver involve twocar accident,"<Text: He found him again , however , after...>",neut
4237,neutral,helsinki ax sarcoma mobile phone charge manufacturer say appoint mark hangasjarvi new co follow resignation mat eriksson,"<Text: HELSINKI AFX - Salcomp , the mobile phone...>",neg
4238,neutral,he ruokatalo produce many turkey product cold cut,"<Text: HK Ruokatalo produces many turkey products , such...>",neut
4239,neutral,however broker rating stock differ,"<Text: However , the brokers ' ratings on the...>",neut
4240,negative,however suspect steal burgundy nissan intima,"<Text: However , the suspect stole his burgundy Nissan...>",pos
4241,negative,medium advisory its say subsequent testing train detection system intermittently fail,"<Text: In a media advisory , the NTSB said...>",neg
4242,negative,finland snow storm bring tree power line cut electricity household,"<Text: In Finland , snow storms brought trees down...>",neut
4243,neutral,spring total stock option b annul,"<Text: In the spring 2006 , a total of...>",neg
4244,neutral,information system supplier enter put next heavily trade share sysopen digit software house acquire put company morning man our,<Text: Information system supplier Sentera -- up 24.51 pct...>,neut
4245,neutral,s difficult become goose analysis channel partner,<Text: It 's very difficult to become a Google...>,neut
4246,neutral,juan jvi corporate executive vice president desk say russian food retail sector fragment,"<Text: Juhani J+Ærvi , Corporate Executive Vice President of...>",neg
4247,negative,layoff also take place suomussalmi kuhmo plant autumn result determination negotiation hold,<Text: Layoffs will also take place at the Suomussalmi...>,neut
4248,negative,meet estimate need personnel reduction amount people,<Text: Metso estimates the need for personnel reductions to...>,neut
4249,negative,layoffs finland,<Text: Most of the layoffs will be in Finland...>,neg
4250,negative,permanent layoff plood sawn timber sector finnish company s operation several domestic mill early year temporarily lay worker save cost,<Text: Most of the permanent layoffs will be in...>,pos
4251,neutral,motorola world s secondlargest maker cell phone veil new phone tuesday bid recurrent ailing hand business,"<Text: Motorola , the world 's second-largest maker of...>",neg
4252,neutral,mursula say try gather microeconomic perspective see malasha,<Text: Mursula said they tried to gather macro-economic perspective...>,neut
4253,neutral,villas skogster employ abbe group various position concern development operation,<Text: Niklas Skogster has been employed by the ABB...>,neut
4254,negative,paper company negative territory story endo r shedding put our upkymmene put our mreal b put low our,"<Text: Paper companies were in negative territories , with...>",neut
4255,neutral,rautaruukki aim find work group s location make redundant,<Text: Rautaruukki aims to find work from the group...>,neut
4256,neutral,temporary layoff unit already start,<Text: Temporary layoffs in these units have already started...>,neut
4257,neutral,bee differ slightly mainstream bee,<Text: The beers differ slightly from mainstream beers ....>,neg
4258,neutral,company operate division lise,<Text: The company operates a U.S. division in Lisle...>,neg
4259,neutral,company say difficult estimate market situation whole year,<Text: The company says it is difficult to estimate...>,neg
4260,neutral,contract also include cut do wagon part ruukki s steel service centre seinajoki rather deliver or wedding assembly,<Text: The contract also includes cutting and edging wagon...>,neg
4261,negative,current reference grade instrument challenge operate due high price complexity routine use,<Text: The current reference grade instruments are challenging to...>,neut
4262,neutral,deal cover stockman auto of ab s sale aftersale service concern volkswagen audit helsinki spot santa,<Text: The deal covers Stockmann Auto Oy Ab 's...>,pos
4263,neutral,difference explain fact two shipping company stop operate gulf finland,<Text: The difference can be explained by the fact...>,neg
4264,negative,dollar fall though pound man,"<Text: The dollar fell , though , against the...>",neut
4265,neutral,dualfuel engine vessel operate liquefy natural gas long low mission,<Text: The dual-fuel engines of the vessel can operate...>,neut
4266,neutral,emerge market raise choose enter far mark relatively low per capital food consumption,<Text: The emerging markets that Raisio has chosen to...>,neut
4267,neutral,employer together health personnel support quit pay part cost nicotine treatment,"<Text: The employer , together with health personnel ,...>",neg
4268,neutral,equipment designate bollore africa logistics terminal society dexploitation du terminal de ride set abidjan ivory coast delivery schedule start march,<Text: The equipment is designated to Bollore Africa Logistics...>,neg
4269,neutral,evidentiary hearing investigation schedule april may,<Text: The evidentiary hearing in the Investigation is scheduled...>,neg
4270,neutral,finnish food concern area acquire two esthonia meat processing company work comment vastkuuste lihatoostus report official webster,<Text: The Finnish food concern Atria is about to...>,neg
4271,neutral,floor area yliopistonrinne project sq building s gross area total sq total facility let,<Text: The floor area of the Yliopistonrinne project will...>,neg
4272,neutral,floor area yliopistonrinne project sq sq ft building s gross area total sq total facility let,<Text: The floor area of the Yliopistonrinne project will...>,neg
4273,neutral,measure result statutory joint negotiation employee start february concerned operation country,<Text: The measures result from the statutory joint negotiations...>,neg
4274,neutral,its say investigator set conduct sight distance test july use train similar involved accident,<Text: The NTSB said investigators are set to conduct...>,neut
4275,negative,number salary employees group administration employee dismiss semi unit,<Text: The number of salaried employees and group administration...>,neut
4276,neutral,pine oil project relate upgrade chemical recovery plant up pulp mill semi southern finland,<Text: The pine oil project is related to the...>,neut
4277,neutral,product range include laminate live cold cut rate example,"<Text: The product range includes marinated olives , cold...>",neut
4278,neutral,statutory negotiation headquarters part decrease,<Text: The statutory negotiations at headquarters are part of...>,neut
4279,neutral,talk concern people finland initial estimate redundancy fiskar say,<Text: The talks concerned about 160 people in Finland...>,neut
4280,neutral,term condition year stock option scheme publish stock exchange release march,<Text: The terms and conditions of the year 2003...>,neut
4281,negative,total number filling station decrease recently,<Text: The total number of filling stations has been...>,neg
4282,neutral,restriction apply statutory dividend,<Text: These restrictions do not apply to statutory dividends...>,pos
4283,neutral,action follow personnel negotiation concern elcoteq se finnish branch elcoteq finland of elcoteq design center of,<Text: This action follows personnel negotiations concerning Elcoteq SE...>,neut
4284,neutral,unbelievably company make fiskar corporation form dutch merchant name peter thorwoste give charter establish blast furnace forge operation small finnish village fiskar,"<Text: Unbelievably , the company that makes them -...>",neg
4285,negative,also cut price projection paper packing analyst golden sacks say note monday,<Text: We have also cut our price projections for...>,neut
4286,neutral,put costly cell phone tower thinly populate area balloon would,<Text: Why put up costly cell phone towers in...>,neg
4287,neutral,like line also force alter timetable ferry travel stockholm helsinki finland depart night,<Text: Viking Line has also been forced to alter...>,neut
4288,neutral,yakima create position emerge economic downturn,<Text: Yakima created the position for him after emerging...>,neg
4289,neutral,zip expert warn tuesday,"<Text: zip , '' experts warned Tuesday ....>",neut
4290,negative,finnish industrial group ruukki group bring counter action finnish metal company rautaruukki dispute concern name company,<Text: Finnish industrial group Ruukki Group has brought counter...>,neg
4291,neutral,one one time target june guess s push back maybe be crazy feel like not lean enough meet date point,<Text: This one was at one time targeted for...>,neg
4292,negative,border guard service banner look company carshippe ferry test travel railroadcar terminal russian port border checkpoint yet ready,<Text: Border Guard Service has banned the mooring of...>,neut
4293,negative,uncertainty cloud longterm outlook,<Text: `` Those uncertainties cloud the long-term outlook ....>,neut
4294,negative,october finnish environmental management company lassie tikanoja of he late l say monday expect operating profit exclude nonrecurre item whole slightly low,<Text: 20 October 2010 - Finnish environmental management company...>,neg
4295,negative,accord finnish petrol station chain st s managing director he with company force make purchase rise price first half consumer price go almost daily due competition,<Text: According to Finnish petrol station chain St1 's...>,neg
4296,negative,accord latvia business register upon latvia closed red ll our we turnover ll in,"<Text: According to the Latvian business register , Uponor...>",neut
4297,negative,dole gabbana ask european union declare marimekko corporation s unikko flora pattern trademark invalid continue dispute two company,<Text: Dolce & Gabbana has asked the European Union...>,neg
4298,negative,finnair say cancellation flight would cause daily loss sac million us million,<Text: Finnair said that the cancellation of flights would...>,neg
4299,negative,food sale total our in october represent decrease october,<Text: Food sales totalled EUR 323.5 mn in October...>,neg
4300,negative,add news may bank america sofa downgrade today rate swedishfinnish paper maker story endo of he stern finnish sector player upkymmene of he up underperf,"<Text: ADP News - May 29 , 2009 -...>",neut
4301,negative,operating profit exclude nonrecurre item total our in compare our in correspond period,<Text: Operating profit excluding non-recurring items totaled EUR 5.4...>,neg
4302,negative,rate report loss per share our first half es our corresponding period,<Text: Raute reported a loss per share of EUR0...>,neg
4303,negative,air traffic finland stoppage since,<Text: The air traffic of Finland has been in...>,neg
4304,negative,hack extra nefarious sweet activate without click enough web suffer move mouse curious,<Text: The hack had been extra nefarious because the...>,neut
4305,negative,move trigger weak demand forestry equipment uncertain market situation,<Text: The move was triggered by weak demand for...>,neg
4306,negative,situation coat magazine printing paper continue weak,<Text: The situation of coated magazine printing paper will...>,neut
4307,negative,high court finland fine seven local shalt company lion million operating cart,<Text: A high court in Finland has fined seven...>,neut
4308,negative,esthonia electronic components factory elcoteq running material closure air traffic,"<Text: The Estonian electronic components factory , Elcoteq ,...>",pos
4309,negative,ferry run trouble outside stockholm archipelago make island,<Text: All the ferries had run into trouble just...>,neut
4310,negative,energy executive say high steel price threaten energy exploration,<Text: And U.S. energy executives say high steel prices...>,neut
4311,negative,capacity cut passenger load factor percentage point,"<Text: As capacity was cut with 1.4 % ,...>",neut
4312,negative,present trade mark pitproduct littleknown outside northwest russia,"<Text: At present , the trade mark Pit-Produkt is...>",neut
4313,negative,copper lead nickel also drop his his plummeted penny say year,"<Text: Copper , lead and nickel also dropped ......>",neut
4314,negative,division sale demand half remain inconsistent add,<Text: Divisional sales demand in the half remained ``...>,neg
4315,negative,strike finnair estimate incur net loss our our per day,"<Text: During the strike , Finnair estimates to incur...>",neg
4316,negative,earning per share es drop our our,<Text: Earnings per share ( EPS ) dropped to...>,neut
4317,negative,emma deputy chairman board jury member tell bon wednesday first time hear strike swedish side inform esthonia union yet,<Text: EMSA Deputy Chairman of the Board Juri Lember...>,neg
4318,negative,finnair s passenger load factor measure number sell seat share available seat drop percentage point september,"<Text: Finnair 's passenger load factor , which measures...>",neg
4319,negative,frost sell share million per share compare friday s high low,<Text: Frost sold shares for $ 19 million at...>,neut
4320,negative,fullyear operating result million negative,<Text: Full-year operating result for 2008 was 3.6 million...>,neg
4321,negative,platon s net profit third quarter drop man neuro man man neuro man corresponding period,<Text: Glaston 's net profit for the third quarter...>,neg
4322,negative,q company s result taxis continue operation exclude nonrecurre item total our in compare our in correspond period,"<Text: In Q1 of 2009 , the company 's...>",neg
4323,negative,one say court paper union action delay repair elevator federal courthouse january saltonstall state office building january,<Text: Kone said in court papers that the union...>,neut
4324,negative,l s net profit whole drop our million our million,<Text: L&T 's net profit for the whole 2010...>,neg
4325,negative,lassie tikanoja s operating profit exclude nonrecurre impute item second quarter our our year ago,<Text: Lassila & Tikanoja 's operating profit excluding non-recurring...>,neg
4326,negative,last year s third quarter result burden cost steam restructure we,<Text: Last year 's third quarter result had been...>,neg
4327,negative,many commercial vessel get stick narrow bay bothnia ice thick around land island,<Text: Many of the commercial vessels had got stuck...>,neut
4328,negative,net cash flow operating activity negative our in compare our in correspond period,<Text: Net cash flow from operating activities was a...>,neut
4329,negative,net cash operating activity negative our in compare our in,<Text: Net cash from operating activities was a negative...>,neut
4330,negative,net sale drop yearonyear our million,<Text: Net sales dropped by 6 % year-on-year to...>,neg
4331,negative,net sale eat weak us dollar,<Text: Net sales have been eaten by the weak...>,neg
4332,negative,sordid bank already write liable loan latvia swedbank order dub see report combine loss excess billion period backdrop near economic meltdown latvia,<Text: Nordic banks have already had to write off...>,neut
4333,neutral,sordid walk first use summer training method crosscountry sky,<Text: Nordic Walking was first used as a summer...>,neg
4334,negative,mimetic expect net sale first half less,<Text: Okmetic expects its net sales for the first...>,neg
4335,negative,top us commerce department publish worsethanexpected construction spending figure november,"<Text: On top of that , the US Commerce...>",neg
4336,neutral,operating loss land our include oneoff our exclude oneoff,<Text: Operating loss landed at EUR39m including one-offs and...>,neut
4337,negative,operating profit exclude nonrecurre item total our in our in correspond period,"<Text: Operating profit , excluding non-recurring items , totaled...>",neg
4338,negative,operating profit exclude nonrecurre item total our in our in,"<Text: Operating profit , excluding non-recurring items , totalled...>",neg
4339,negative,operating profit exclude nonrecurre item amount our in our in yearonyear,<Text: Operating profit excluding non-recurring items amounted to EUR...>,neut
4340,negative,operating profit exclude nonrecurre item our million compare our million,<Text: Operating profit excluding non-recurring items was EUR 7.8...>,neg
4341,negative,relation city damage comment mr ashe criticise city investor analysis cry baby,<Text: Relations with the City have been further damaged...>,neut
4342,negative,report operate margin negative,<Text: Reported operating margin was a negative 5.9 %...>,neg
4343,negative,story chief executive joke karvinen describe russian tariff like threat future forest product industry finland,<Text: Stora Chief Executive Jouko Karvinen has described the...>,neut
4344,negative,swedbank s share hard hit swedish bank go international financial crisis,<Text: Swedbank 's shares have been hardest hit of...>,neut
4345,negative,acquisition landsbanken average burdened performance our in,<Text: The acquisition of +_landsbanken Sverige in 2009 burdened...>,neut
4346,negative,currency effect put man neuro man negative impact revenue,"<Text: The currency effect had a 3.0 pct ,...>",neut
4347,negative,finnish company previously say operating result lower breakeven post year early,<Text: The Finnish company previously said its operating result...>,neut
4348,negative,maritime administration say ship ignore warning icy condition,<Text: The maritime administration said the ships had ignored...>,neg
4349,negative,offer deem low inclines board stand pm tomorrow,"<Text: The offer , deemed too low by Finnlines...>",neut
4350,negative,period s sale drop our million our million accord interim report release today,<Text: The period 's sales dropped to EUR 30.6...>,neg
4351,negative,recent trouble simply make teller cheap,<Text: The recent troubles simply make NETeller cheaper ....>,neg
4352,negative,union file grievance company s overcome assignment policy,<Text: The union filed a grievance over the company...>,neg
4353,negative,therefore company s result remain weak,"<Text: Therefore , the company 's 2005 result will...>",neg
4354,negative,vassal s net profit third quarter drop man neuro man man neuro man period,<Text: Vaisala 's net profit for the third quarter...>,neg
4355,negative,considerably weak dollar british pound impact sale average price europe up say,<Text: `` The considerably weaker U.S. dollar and British...>,neut
4356,negative,implementation program negative impart earning mr meiklejohn say,<Text: `` The implementation of these programs has had...>,neg
4357,negative,say number deal become normalize moment therefore decide value apartment sale add,<Text: `` We can say that the number of...>,neg
4358,negative,cut frequency new york last year explain fall say,<Text: `` We cut our frequency to New York...>,neut
4359,negative,see market continue tight magazine paper target close deal end year,<Text: `` We see that the market continues to...>,neut
4360,negative,survey conduct taloustutkimus campo life show company badly prepare lose key staff member,<Text: A survey conducted by Taloustutkimus for Sampo Life...>,neg
4361,negative,agricultural newspaper maaseudun tulevaisuus reader represent decrease,"<Text: Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers ,...>",neut
4362,negative,cet arcelormittal lose our euronext paris come lead bluechip caller,"<Text: At 1411 CET , ArcelorMittal had lost 7.26...>",neut
4363,negative,cash flow operation januarydecember negative our in compare our in correspond period,<Text: Cash flow from operations in January-December 2008 was...>,neut
4364,negative,es drop our our,<Text: EPS dropped to EUR0 .2 from EUR0 .3...>,pos
4365,negative,risk cinema operation suffer particular,"<Text: Kiosk and cinema operations have suffered , in...>",pos
4366,negative,one share drop percent sac we helsinki,<Text: Kone shares dropped 4.1 percent to  x20ac...>,pos
4367,negative,raiment make million troop our man loss last year year company million troop black,<Text: Ramirent made 18 million kroons EUR 1.15 mln...>,neg
4368,negative,return capital employ rise negative compare,<Text: Return on capital employed ROCE was a negative...>,neg
4369,negative,story endo s target cut our our holme s target see see,<Text: Stora Enso 's target has been cut to...>,neut
4370,negative,dismiss staff member take matter court unless settle outside,<Text: The dismissed staff members will now take the...>,neut
4371,negative,e commission say early fine thyssenkrupp united technologies corp s otis schindler a one of total man our allege cart activity lift market go back twelve year,<Text: The EU Commission said earlier it had fined...>,neut
4372,negative,one dark spot horizon however company s performance finnish bottle water market,"<Text: The one dark spot on the horizon ,...>",neg
4373,negative,period s sale drop our our accord interim report release today,<Text: The period 's sales dropped to EUR30 .6...>,neg
4374,negative,it lodge counter claim nest oil toil our primarily base work carry contract additional cost incur due prolongation project,<Text: YIT lodged counter claims against Neste Oil totaling...>,neg
4375,positive,stable outlook reflect nikita s strong market position global mobile hand market strong cash flow generation conservative balance sheet say arab,<Text: ` The stable outlook reflects Nokia 's strong...>,neut
4376,positive,financing arrangement enable company ensure line treasury policy sufficient financial instrument disposal potential capital requirement,<Text: These financing arrangements will enable the company to...>,neut
4377,positive,accord karhinen oppohjola exciting enterprise cooperation bring huge opportunity customer company,"<Text: According to Karhinen , OP-Pohjola is an exciting...>",neut
4378,positive,base upon unique fine expertise innovative approach company strong market position several business area operate,<Text: Based upon its unique fiber expertise and innovative...>,neut
4379,positive,efficiency improvement measure january finnish stationary gift retailer tiimari he this say today continue improve operational efficiency rouse profitable core operation,<Text: efficiency improvement measures 20 January 2010 - Finnish...>,neg
4380,positive,before s result last quarter show even fast improvement company manage well source component,<Text: Efore 's results for the last quarter showed...>,neg
4381,positive,technical indicator stock bluish p give not positive star buy banking,<Text: Technical indicators for the stock are bullish and...>,neg
4382,positive,broker highlight cargoe prefer stock sector pure play global cargo container handling expect play active role consolidate industry,<Text: The broker highlights Cargotec as its preferred stock...>,neut
4383,positive,restructuring create efficient organization increase operational focus stable profitability lead efficient production say to annvik head specially painless,<Text: The restructuring creates a more efficient organization with...>,neut
4384,positive,be delighted move say moran bowie coowner s double size current shop lovely feel,<Text: `` We 're delighted with the move ''...>,neut
4385,positive,elcoteq prove track record electronic manufacturing service gem global factory network couple modern manufacturing equipment consistent system process,<Text: Elcoteq has a proven track record in electronics...>,neut
4386,neutral,previously company also deliver steel use oasis sea allude sea sister ship complete last year,"<Text: Previously , the company also delivered about 70...>",neg
4387,positive,main strength cooperation project lie merge knowhow two large company,<Text: The main strength of the cooperation project lies...>,neg
4388,positive,dutch broker note notion type report good first quarter line consensus,<Text: The Dutch broker noted that Nokian Tyres reported...>,neg
4389,positive,notion tyre prove high safety excellency important drive quality stability mark handle break wet road,<Text: The Nokian tyre proves its high safety excellently...>,neg
4390,positive,respondent praise finnair s reliability finnishness understand target group,"<Text: The respondents praised Finnair 's reliability , Finnishness...>",neut
4391,neutral,ideally place position tap potential clean technology,<Text: This ideally placed them in a position to...>,neut
4392,positive,longstande partnership commitment enable party develop respective operation e shipping also opportunity update fleet improve efficiency,<Text: The long-standing partnership and commitment enable both parties...>,neut
4393,positive,thank wide contact network good knowledge market business environment give great contribution development indian operation tell cap s president co juan hanninen,<Text: Thanks to his wide contact network and good...>,neut
4394,neutral,comprehensive range cuttolength slit service allow ruukki particular serve light engineering customer delicate production petersburg area,<Text: A comprehensive range of cut-to-length and slitting services...>,neut
4395,neutral,create interface similar interaction real world enable experience natural intuition way modern game move immersion use realistic d graphic,<Text: Creating interfaces that are more similar to interactions...>,neut
4396,neutral,fiskar undertake community project throughout up also lookout local volunteer interested help select restoration project,<Text: Fiskars will be undertaking community projects throughout the...>,neut
4397,neutral,internet business news m communications ltd part drive protect user internet banking service barclays bank announce recommend fsecure internet security customer,<Text: INTERNET BUSINESS NEWS - -_ 1995-2006 M2 COMMUNICATIONS...>,neut
4398,positive,into look energy solution would good support idea sustainable development happy able provide solution saysjouni haikarainen vice president forum,<Text: Tieto was looking for an energy solution which...>,neut
4399,neutral,accord rautaruukki company want promote use emissionfree energy source,"<Text: According to Rautaruukki , the company wants to...>",neg
4400,neutral,area choose delight attract consumer age group area fresh range microwaveable meal,<Text: Atria chose the DeLight to attract consumers in...>,neut
4401,positive,use natural fibre make clothe comfortable allow skin breathe cofriendly,<Text: I use natural fibers to make the clothes...>,pos
4402,neutral,addition good biological disability achieve,"<Text: In addition , a good biological durability is...>",neut
4403,neutral,newlycomplete allude sea identical sister ship oasis sea complete last year world s large cruise ship,<Text: The newly-completed Allure of the Seas and its...>,neg
4404,neutral,recruit complete kretailer trainee program qualified start career independent retainer kstore,<Text: The recruits who have completed the K-retailer trainee...>,neut
4405,neutral,win acceptance december finnish industrial machinery company meet of he I say today complete takeover offer textile company tamfelt of abe he talk acquire share vote,<Text: wins 98 % acceptance 23 December 2009 -...>,neut
4406,positive,love activision s fresh colourful approach ranula fish say belly brockpahler ranula,"<Text: `` We love Activision 's fresh , colorful...>",neut
4407,neutral,light bright pretty addition life also keep penny bank account,"<Text: A light , bright and pretty addition to...>",neut
4408,neutral,ame sport company develop manufacture technically advanced product improve performance active sport participant,<Text: All Amer Sports companies develop and manufacture technically...>,neg
4409,positive,time delight fact able accomplish organization team member,<Text: At the same time I am delighted by...>,pos
4410,neutral,addition launch versatile online service complete traditional print newspaper valkama say,"<Text: In addition , we will launch a versatile...>",neut
4411,neutral,story endo say delight suitable wide range application include food cosmetic home decoration leisure product,<Text: Stora Enso said DeLight was suitable for a...>,neut
4412,positive,proud able use kind innovative mobile service voting election,<Text: We are very proud to be able to...>,neg
